DateTime,sequence,transactionID,count,freq
2018-04-23 08:44:13.019,person,1,1,4
2018-04-23 08:45:54.517,person,1,1,4
2018-04-23 08:46:08.534,person,1,1,4
2018-04-23 08:47:29.026,nannannannannanRoom1LampnannannannanActivatednannannannannannannannanwebhook,1,2,4
